"지역
(읍면동)","피해차량
(대)"
경상북도 의성군 봉양면,4
경상북도 구미시 지산동,4
서울특별시 성동구 왕십리제2동,4
전라남도 강진군 작천면,4
경상남도 합천군 대양면,4
전라남도 고흥군 동강면,4
충청남도 아산시 염치읍,4
전라남도 고흥군 점암면,4
충청북도 보은군 탄부면,4
전라남도 광양시 골약동,4
경기도 양평군 강상면,4
경기도 안성시 서운면,4
서울특별시 도봉구 방학제1동,4
전라남도 광양시 옥룡면,4
충청남도 공주시 의당면,4
경기도 연천군 청산면,4
울산광역시 중구 복산2동,4
전라남도 구례군 용방면,4
강원도 원주시 태장1동,4
전라남도 나주시 송월동,4
충청남도 예산군 고덕면,4
대구광역시 서구 평리5동,4
경기도 양주시 산북동,4
서울특별시 양천구 신월3동,4
강원도 고성군 죽왕면,4
서울특별시 양천구 신월4동,4
충청북도 청주시 상당구 미원면,4
서울특별시 양천구 신월6동,4
광주광역시 서구 내방동,4
서울특별시 양천구 신월동,4
충청북도 충주시 소태면,4
강원도 춘천시 신동면,4
경상북도 영주시 봉현면,4
경상남도 사천시 서포면,4
경상남도 진주시 금곡면,4
강원도 평창군 봉평면,4
경상남도 진주시 망경동,4
서울특별시 양천구 신정6동,4
충청남도 논산시 광석면,4
경상북도 김천시 봉산면,4
부산광역시 영도구 동삼제3동,4
경기도 고양시 일산동구 장항동,4
충청남도 부여군 임천면,4
경기도 포천시 군내면,4
경기도 부천시 심곡3동,4
전라남도 여수시 대교동,4
인천광역시 남동구 간석1동,4
서울특별시 관악구 난곡동,4
부산광역시 중구 영주제1동,4
전라남도 여수시 문수동,4
인천광역시 동구 송현1.2동,4
경상북도 김천시 양금동,4
충청북도 단양군 매포읍,4
경상북도 문경시 가은읍,4
경기도 평택시 비전동,4
경상북도 문경시 산양면,4
부산광역시 해운대구 좌제3동,4
전라남도 영광군 홍농읍,4
경상북도 청도군 풍각면,4
대전광역시 중구 목동,4
충청북도 청주시 서원구 문의면,4
서울특별시 용산구 보광동,4
충청북도 청주시 청원구 북이면,4
광주광역시 북구 삼각동,4
경상남도 밀양시 교동,4
전라남도 완도군 고금면,4
경기도 용인시 수지구 상현동,4
전라남도 장성군 북이면,4
충청북도 충주시 지현동,4
대구광역시 수성구 범물동,4
서울특별시 도봉구 쌍문제3동,4
경기도 양평군 서종면,4
경상남도 고성군 회화면,4
전라남도 함평군 해보면,4
울산광역시 북구 송정동,4
전라남도 해남군 황산면,4
경기도 성남시 분당구 구미1동,4
전라북도 고창군 아산면,4
충청남도 공주시 장기면,4
전라북도 고창군 해리면,4
강원도 정선군 남면,4
전라북도 군산시 개정동,4
광주광역시 북구 중흥2동,4
전라북도 군산시 경암동,4
충청남도 논산시 부적면,4
경기도 시흥시 능곡동,4
경기도 의정부시 가능동,4
광주광역시 광산구 삼도동,4
충청남도 당진시 정미면,4
대전광역시 중구 태평1동,4
충청남도 부여군 은산면,4
경기도 가평군 북면,4
경기도 안양시 동안구 신촌동,4
전라북도 김제시 청하면,4
경상북도 영천시 화남면,4
경상남도 산청군 시천면,4
충청남도 아산시 도고면,4
부산광역시 강서구 강동동,4
서울특별시 마포구 도화동,4
서울특별시 종로구 숭인제1동,4
경기도 남양주시 수동면,4
경기도 양평군 양동면,4
충청남도 예산군 신양면,4
부산광역시 사하구 괴정제2동,4
경기도 성남시 중원구 신흥2동,4
대구광역시 동구 안심2동,4
인천광역시 동구 만석동,4
부산광역시 사하구 다대동,4
충청남도 홍성군 은하면,4
강원도 고성군 거진읍,4
강원도 동해시 삼화동,4
광주광역시 광산구 송정1동,4
경기도 광명시 광명5동,4
강원도 홍천군 화촌면,4
충청북도 영동군 양산면,4
강원도 춘천시 효자1동,4
충청북도 옥천군 이원면,4
서울특별시 중구 신당제5동,4
강원도 춘천시 근화동,4
전라북도 익산시 삼기면,4
충청북도 제천시 교동,4
전라북도 익산시 송학동,4
경기도 화성시 동탄4동,4
강원도 속초시 대포동,4
충청북도 청주시 상당구 문의면,4
서울특별시 중랑구 망우본동,4
경상북도 칠곡군 가산면,4
전라북도 임실군 성수면,4
경상남도 창녕군 성산면,4
전라북도 장수군 장수읍,4
경상북도 포항시 남구 동해면,4
서울특별시 중랑구 상봉동,4
부산광역시 동구 수정제5동,4
전라북도 전주시 완산구 삼천1동,4
경상남도 남해군 창선면,4
전라북도 전주시 완산구 중앙동,4
충청북도 청주시 흥덕구 오창읍,4
전라북도 정읍시 북면,4
강원도 영월군 남면,4
전라북도 정읍시 산외면,4
충청북도 충주시 산척면,4
전라북도 정읍시 상교동,4
충청북도 충주시 수안보면,4
강원도 횡성군 둔내면,4
서울특별시 도봉구 도봉제2동,4
경상북도 안동시 북후면,4
인천광역시 미추홀구 주안4동,3
강원도 춘천시 서면,3
강원도 평창군 방림면,3
인천광역시 중구 용유동,3
강원도 영월군 상동읍,3
전라남도 신안군 자은면,3
경기도 평택시 현덕면,3
경상남도 거제시 남부면,3
서울특별시 송파구 풍납1동,3
전라남도 영광군 불갑면,3
경상북도 김천시 감천면,3
서울특별시 송파구 가락동,3
충청북도 옥천군 동이면,3
경상북도 문경시 점촌4동,3
충청북도 청주시 상당구 낭성면,3
전라남도 강진군 칠량면,3
경상남도 창원시 마산합포구 구산면,3
전라남도 장성군 삼서면,3
강원도 횡성군 우천면,3
서울특별시 용산구 용산2가동,3
경기도 수원시 팔달구 광교1동,3
전라남도 장흥군 용산면,3
경상남도 진주시 지수면,3
전라남도 장흥군 장평면,3
충청남도 청양군 청남면,3
전라남도 진도군 의신면,3
충청북도 보은군 속리산면,3
전라남도 함평군 나산면,3
경상남도 진주시 하대1동,3
경상남도 거제시 사등면,3
경기도 고양시 일산서구 일산3동,3
전라북도 고창군 흥덕면,3
경상남도 남해군 서면,3
경상북도 봉화군 소천면,3
경상북도 구미시 도개면,3
전라북도 군산시 임피면,3
충청북도 충주시 신니면,3
강원도 원주시 귀래면,3
충청남도 서천군 비인면,3
전라북도 김제시 공덕면,3
경상남도 사천시 곤명면,3
전라북도 김제시 만경읍,3
인천광역시 남동구 간석2동,3
서울특별시 광진구 중곡제2동,3
강원도 양양군 현남면,3
경상북도 상주시 내서면,3
경상북도 경주시 보덕동,3
전라북도 남원시 동충동,3
강원도 원주시 부론면,3
강원도 강릉시 구정면,3
경상북도 경주시 서면,3
경상남도 밀양시 단장면,3
인천광역시 동구 송림4동,3
경상남도 양산시 강서동,3
충청북도 보은군 마로면,3
전라북도 부안군 주산면,3
충청북도 영동군 매곡면,3
서울특별시 송파구 문정동,3
충청북도 옥천군 청산면,3
강원도 홍천군 서석면,3
경기도 화성시 영천동,3
경상북도 상주시 모동면,3
인천광역시 부평구 갈산1동,3
서울특별시 강동구 둔촌제1동,3
대전광역시 동구 판암2동,3
부산광역시 부산진구 가야제2동,3
경기도 여주시 금사면,3
서울특별시 중구 약수동,3
부산광역시 동래구 안락동,3
부산광역시 동래구 사직제2동,3
경상북도 김천시 대덕면,3
경상북도 상주시 청리면,3
서울특별시 강남구 일원1동,3
전라남도 광양시 태인동,3
충청북도 충주시 성내·충인동,3
경상남도 거창군 북상면,3
강원도 홍천군 북방면,3
전라남도 구례군 간전면,3
충청남도 서천군 마서면,3
경기도 부천시 괴안동,3
전라남도 목포시 부주동,3
전라북도 전주시 덕진구 우아1동,3
경상북도 영천시 화산면,3
대구광역시 북구 검단동,3
경상북도 예천군 감천면,3
경상남도 거창군 웅양면,3
경상북도 예천군 풍양면,3
전라남도 구례군 산동면,3
경상남도 진주시 수곡면,3
경상남도 거창군 위천면,3
충청남도 예산군 응봉면,3
부산광역시 서구 초장동,3
강원도 영월군 북면,3
강원도 홍천군 남면,3
경상북도 울진군 근남면,3
세종특별자치시 소정면,3
경기도 수원시 영통구 영통1동,3
세종특별자치시 어진동,3
경상남도 진주시 진성면,3
세종특별자치시 연서면,3
경상북도 의성군 금성면,3
전라남도 나주시 노안면,3
경상북도 의성군 비안면,3
경상남도 하동군 적량면,3
부산광역시 해운대구 반여제2동,3
부산광역시 수영구 남천제2동,3
충청남도 태안군 원북면,3
경기도 양주시 율정동,3
대전광역시 동구 신흥동,3
경상남도 하동군 화개면,3
경상북도 의성군 점곡면,3
서울특별시 도봉구 쌍문제4동,3
경상북도 김천시 남면,3
경상남도 함안군 법수면,3
경기도 성남시 중원구 은행1동,3
경상남도 함안군 칠북면,3
강원도 원주시 지정면,3
경기도 연천군 백학면,3
경상북도 청도군 금천면,3
경기도 안양시 동안구 비산1동,3
충청북도 옥천군 청성면,3
대구광역시 달서구 두류동,3
부산광역시 남구 용호제4동,3
경상남도 함양군 수동면,3
강원도 화천군 하남면,3
울산광역시 울주군 두서면,3
대구광역시 서구 비산6동,3
울산광역시 울주군 삼동면,3
충청북도 진천군 백곡면,3
경상남도 합천군 가야면,3
인천광역시 부평구 부개1동,3
충청남도 금산군 진산면,3
경상북도 고령군 개진면,3
경상북도 군위군 소보면,3
경상북도 청송군 현서면,3
경상남도 합천군 쌍백면,3
전라남도 순천시 낙안면,3
충청남도 논산시 벌곡면,3
경상북도 포항시 남구 대송면,3
충청남도 논산시 상월면,3
부산광역시 동구 수정제4동,3
경상남도 합천군 야로면,3
경기도 안양시 만안구 안양1동,3
울산광역시 중구 반구2동,3
경상북도 구미시 장천면,3
전라남도 담양군 무정면,3
광주광역시 남구 월산5동,3
전라남도 담양군 봉산면,3
강원도 홍천군 동면,3
경상북도 포항시 북구 우현동,3
서울특별시 성북구 정릉제3동,3
인천광역시 강화군 불은면,3
경기도 화성시 장지동,3
서울특별시 동작구 상도제2동,3
강원도 평창군 대화면,3
충청남도 서산시 운산면,3
경기도 성남시 분당구 서현2동,3
대전광역시 동구 대동,3
경상북도 포항시 북구 송라면,3
충청남도 서산시 팔봉면,3
부산광역시 연제구 연산제2동,3
경상북도 군위군 의흥면,2
경상북도 청송군 안덕면,2
충청남도 청양군 장평면,2
전라북도 남원시 운봉읍,2
강원도 춘천시 약사명동,2
서울특별시 영등포구 양평동,2
전라남도 화순군 능주면,2
강원도 춘천시 옥천동,2
충청북도 영동군 상촌면,2
경기도 고양시 일산동구 능곡동,2
서울특별시 송파구 가락1동,2
부산광역시 동래구 온천2동,2
충청남도 보령시 주산면,2
전라북도 무주군 안성면,2
경기도 안양시 동안구 평안동,2
경상북도 문경시 동로면,2
경상북도 울진군 평해읍,2
전라북도 부안군 진서면,2
강원도 강릉시 송정동,2
전라북도 부안군 하서면,2
경상남도 사천시 동서금동,2
전라남도 광양시 다압면,2
서울특별시 강남구 개포1동,2
전라남도 여수시 월호동,2
대구광역시 서구 비산5동,2
전라북도 순창군 쌍치면,2
전라남도 장흥군 회진면,2
부산광역시 강서구 신호동,2
전라북도 남원시 산내면,2
전라북도 완주군 동상면,2
충청남도 아산시 선장면,2
경기도 수원시 권선구 세류동,2
충청남도 예산군 신암면,2
서울특별시 영등포구 여의도동,2
경기도 시흥시 거모동,2
대구광역시 중구 대봉2동,2
전라북도 고창군 대산면,2
전라북도 완주군 운주면,2
대전광역시 서구 도마1동,2
전라북도 완주군 화산면,2
강원도 태백시 구문소동,2
경기도 광명시 필동,2
충청북도 옥천군 군북면,2
전라북도 익산시 낭산면,2
전라남도 보성군 미력면,2
서울특별시 중구 신당제6동,2
충청북도 청주시 상당구 가덕면,2
경상북도 상주시 외남면,2
경상남도 남해군 삼동면,2
전라남도 광양시 진상면,2
전라북도 김제시 봉남면,2
경상남도 양산시 웅촌면,2
충청북도 충주시 교현.안림동,2
경상남도 거창군 고제면,2
충청남도 당진시 수청동,2
전라남도 신안군 도초면,2
경기도 안양시 동안구 비산2동,2
부산광역시 금정구 금성동,2
충청남도 부여군 세도면,2
강원도 횡성군 공근면,2
서울특별시 동작구 상도동,2
전라북도 익산시 용동면,2
경상북도 군위군 효령면,2
전라북도 익산시 춘포면,2
충청남도 아산시 영인면,2
부산광역시 서구 동대신제2동,2
전라남도 해남군 옥천면,2
전라남도 영광군 대마면,2
충청남도 천안시 동남구 광덕면,2
전라남도 영광군 묘량면,2
전라남도 화순군 도암면,2
경기도 파주시 목동동,2
경상북도 울진군 원남면,2
전라북도 임실군 강진면,2
전라북도 고창군 고수면,2
전라북도 임실군 관촌면,2
전라북도 고창군 심원면,2
강원도 강릉시 강동면,2
서울특별시 서대문구 남가좌제1동,2
경기도 과천시 별양동,2
충청남도 홍성군 홍동면,2
전라북도 임실군 지사면,2
전라남도 고흥군 동일면,2
전라북도 장수군 계북면,2
경상북도 포항시 북구 죽장면,2
전라북도 장수군 번암면,2
강원도 동해시 송정동,2
전라북도 장수군 장계면,2
충청북도 옥천군 안내면,2
서울특별시 중랑구 면목제5동,2
경상북도 청도군 매전면,2
서울특별시 노원구 상계10동,2
충청북도 제천시 인성동,2
전라남도 구례군 마산면,2
경상남도 거제시 일운면,2
전라남도 영광군 염산면,2
전라남도 여수시 묘도동,2
경상북도 문경시 점촌1동,2
경기도 고양시 일산서구 주엽1동,2
경기도 안양시 동안구 갈산동,2
경상남도 산청군 생비량면,2
경상북도 안동시 길안면,2
강원도 홍천군 내면,2
경상북도 안동시 남선면,2
경상북도 포항시 남구 장기면,2
전라남도 강진군 도암면,2
전라북도 김제시 진봉면,2
서울특별시 노원구 상계6·7동,2
경기도 부천시 고강1동,2
서울특별시 노원구 상계8동,2
대전광역시 서구 관저동,2
전라북도 전주시 완산구 완산동,2
경상북도 경산시 남천면,2
전라북도 전주시 완산구 인후2동,2
인천광역시 강화군 삼산면,2
전라북도 전주시 완산구 인후3동,2
충청남도 보령시 주교면,2
부산광역시 금정구 부곡제4동,2
충청남도 보령시 주포면,2
서울특별시 노원구 중계1동,2
충청남도 부여군 장암면,2
경상북도 안동시 와룡면,2
인천광역시 강화군 양도면,2
경상북도 안동시 임동면,2
경기도 고양시 일산동구 마두2동,2
경상남도 의령군 부림면,2
전라남도 함평군 손불면,2
경상남도 밀양시 청도면,2
경기도 고양시 덕양구 신원동,2
전라남도 나주시 금천면,2
경상북도 경산시 용성면,2
전라북도 정읍시 소성면,2
인천광역시 계양구 효성동,2
서울특별시 송파구 신천동,2
전라남도 고흥군 남양면,2
전라북도 정읍시 신태인읍,2
경상북도 김천시 감문면,2
전라북도 정읍시 이평면,2
전라남도 고흥군 도덕면,2
전라북도 정읍시 입암면,2
경상북도 울릉군 울릉읍,2
세종특별자치시 전동면,2
충청남도 천안시 동남구 수신면,2
충청북도 충주시 호암동,2
경기도 안산시 단원구 원곡본동,2
경상남도 고성군 삼산면,2
경상북도 경주시 산내면,2
전라북도 정읍시 태인면,2
경상남도 김해시 장유면,2
인천광역시 연수구 송도2동,2
경상북도 의성군 구천면,2
전라남도 완도군 금일읍,2
충청남도 천안시 서북구 신안동,2
제주특별자치도 서귀포시 서홍동,2
경기도 안성시 삼죽면,2
전라남도 완도군 노화읍,2
충청남도 청양군 남양면,2
경상북도 영덕군 병곡면,2
충청남도 태안군 근흥면,2
서울특별시 도봉구 창제2동,2
광주광역시 광산구 본량동,2
경상남도 고성군 하이면,2
강원도 정선군 신동읍,2
서울특별시 도봉구 창제4동,2
인천광역시 동구 송현동,2
경상북도 영덕군 축산면,2
충청북도 괴산군 연풍면,2
전라남도 완도군 청산면,2
경기도 고양시 덕양구 효자동,2
경상북도 영양군 일월면,2
전라남도 여수시 동문동,2
경상북도 영양군 입암면,2
부산광역시 부산진구 범천동,2
경상북도 영주시 단산면,2
충청북도 영동군 양강면,2
경상북도 영주시 부석면,2
경기도 의정부시 호원동,2
제주특별자치도 제주시 우도면,2
전라남도 고흥군 두원면,2
전라남도 장성군 동화면,2
경기도 광명시 하안4동,2
경상남도 함양군 서상면,2
강원도 원주시 개운동,2
서울특별시 영등포구 도림동,2
강원도 태백시 문곡소도동,2
경상북도 영주시 이산면,2
인천광역시 중구 도원동,2
전라남도 장성군 북일면,2
경상북도 청송군 부남면,2
충청남도 계룡시 신도안면,2
광주광역시 서구 동천동,2
경기도 평택시 죽백동,2
전라북도 군산시 해신동,2
충청남도 공주시 사곡면,2
충청북도 청주시 상당구 남일면,2
경기도 하남시 위례동,2
경기도 이천시 관고동,2
울산광역시 울주군 두동면,2
충청북도 청주시 상당구 수동,2
전라남도 나주시 세지면,2
부산광역시 동구 수정제1동,2
경기도 성남시 수정구 고등동,2
충청북도 청주시 서원구 성화동,2
충청남도 공주시 이인면,2
서울특별시 서초구 양재동,2
경상남도 밀양시 초동면,2
경상북도 고령군 운수면,2
전라남도 담양군 금성면,2
경상남도 남해군 설천면,2
서울특별시 강동구 암사제2동,2
전라북도 김제시 부량면,2
전라남도 담양군 대덕면,2
전라북도 김제시 성덕면,2
전라남도 장흥군 관산읍,2
경상북도 상주시 낙동면,2
전라남도 담양군 대전면,2
경상남도 창원시 마산합포구 교원동,2
경상남도 합천군 쌍책면,2
경기도 수원시 권선구 당수동,2
충청남도 논산시 성동면,2
충청북도 충주시 문화동,2
전라남도 신안군 지도읍,2
경상북도 김천시 대항면,2
경상북도 문경시 호계면,2
충청북도 충주시 앙성면,2
경상남도 합천군 초계면,2
경상남도 창원시 마산합포구 반월동,2
충청남도 논산시 은진면,1
강원도 삼척시 가곡면,1
경상북도 청도군 각북면,1
서울특별시 노원구 중계2·3동,1
인천광역시 중구 운남동,1
전라남도 신안군 안좌면,1
전라북도 부안군 동진면,1
인천광역시 강화군 교동면,1
전라남도 무안군 운남면,1
전라남도 담양군 용면,1
충청남도 공주시 탄천면,1
전라남도 담양군 월산면,1
인천광역시 서구 가정2동,1
충청남도 보령시 남포면,1
경기도 포천시 가산면,1
경상북도 영천시 고경면,1
경상북도 영주시 안정면,1
인천광역시 강화군 내가면,1
충청남도 공주시 계룡면,1
전라남도 진도군 고군면,1
서울특별시 광진구 사당제4동,1
전라북도 부안군 상서면,1
충청북도 진천군 문백면,1
전라북도 정읍시 농소동,1
경상남도 남해군 남면,1
충청남도 보령시 성주면,1
전라남도 영암군 시종면,1
부산광역시 영도구 봉래제2동,1
전라남도 장흥군 장동면,1
전라남도 구례군 토지면,1
경기도 수원시 팔달구 우만동,1
전라북도 남원시 주생면,1
경기도 성남시 중원구 야탑3동,1
강원도 화천군 상서면,1
전라남도 나주시 봉황면,1
충청남도 보령시 청소면,1
전라북도 부안군 백산면,1
인천광역시 강화군 송해면,1
전라북도 순창군 적성면,1
충청남도 부여군 내산면,1
경기도 수원시 장안구 천천동,1
경상북도 영천시 북안면,1
전라남도 무안군 해제면,1
대구광역시 남구 대명동,1
강원도 태백시 삼수동,1
강원도 인제군 서화면,1
충청북도 증평군 도안면,1
전라남도 목포시 대성동,1
경상북도 군위군 부계면,1
서울특별시 강북구 미아동,1
충청남도 금산군 남이면,1
전라남도 강진군 신전면,1
경기도 수원시 권선구 곡반정동,1
경상남도 밀양시 산외면,1
전라남도 고흥군 풍양면,1
인천광역시 연수구 동춘동,1
전라남도 순천시 별량면,1
전라북도 남원시 아영면,1
부산광역시 동구 좌천동,1
경상북도 문경시 영순면,1
경기도 파주시 진동면,1
강원도 정선군 북평면,1
전라남도 곡성군 겸면,1
세종특별자치시 장군면,1
경상북도 안동시 일직면,1
충청남도 서산시 부석면,1
대전광역시 유성구 원촌동,1
강원도 춘천시 동산면,1
충청북도 단양군 단성면,1
전라남도 고흥군 금산면,1
충청북도 단양군 적성면,1
전라북도 정읍시 옹동면,1
서울특별시 광진구 구의동,1
부산광역시 부산진구 당감제1동,1
충청북도 보은군 회인면,1
경기도 여주시 능서면,1
전라북도 순창군 인계면,1
전라남도 진도군 임회면,1
충청북도 영동군 추풍령면,1
대전광역시 동구 대청동,1
전라북도 군산시 삼학동,1
서울특별시 용산구 이촌제2동,1
강원도 정선군 임계면,1
강원도 양양군 손양면,1
전라남도 영암군 서호면,1
충청남도 서천군 기산면,1
충청북도 음성군 소이면,1
충청남도 서천군 마산면,1
전라남도 고흥군 포두면,1
전라남도 여수시 남면,1
경기도 양주시 덕정동,1
충청남도 서천군 문산면,1
전라남도 장성군 북하면,1
전라남도 함평군 대동면,1
충청북도 제천시 한수면,1
경상북도 상주시 사벌면,1
서울특별시 서초구 반포동,1
경상남도 거창군 가북면,1
경상북도 상주시 공성면,1
전라남도 함평군 신광면,1
전라북도 군산시 회현면,1
경기도 수원시 권선구 권선동,1
전라남도 보성군 웅치면,1
충청남도 서천군 한산면,1
광주광역시 북구 연제동,1
전라북도 익산시 금마면,1
강원도 횡성군 청일면,1
경상북도 영천시 화북면,1
인천광역시 중구 중산동,1
경기도 동두천시 보산동,1
인천광역시 부평구 산곡4동,1
전라북도 장수군 계남면,1
충청남도 논산시 가야곡면,1
경기도 여주시 산북면,1
서울특별시 성동구 금호1가동,1
부산광역시 중구 동광동,1
서울특별시 노원구 월계동,1
인천광역시 옹진군 연평면,1
경상남도 하동군 고전면,1
전라북도 남원시 이백면,1
경상남도 고성군 대가면,1
강원도 양구군 남면,1
대구광역시 서구 내당2·3동,1
전라북도 진안군 마령면,1
서울특별시 강서구 화곡2동,1
경상북도 봉화군 명호면,1
울산광역시 중구 복산1동,1
전라북도 진안군 안천면,1
충청남도 당진시 고대면,1
경상남도 의령군 용덕면,1
경상남도 합천군 청덕면,1
경상북도 예천군 유천면,1
전라남도 담양군 수북면,1
경기도 부천시 상1동,1
전라북도 남원시 대산면,1
전라북도 장수군 산서면,1
전라북도 남원시 사매면,1
강원도 영월군 무릉도원면,1
충청북도 괴산군 칠성면,1
전라남도 완도군 군외면,1
강원도 인제군 상남면,1
경상북도 봉화군 법전면,1
부산광역시 부산진구 범전동,1
충청남도 예산군 봉산면,1
강원도 정선군 여량면,1
경기도 용인시 기흥구 청덕동,1
충청북도 보은군 산외면,1
전라남도 나주시 다도면,1
경상북도 영주시 순흥면,1
전라남도 목포시 연동,1
경기도 포천시 관인면,1
전라남도 해남군 화산면,1
경상남도 창원시 의창구 퇴촌동,1
경상남도 김해시 응달동,1
충청북도 영동군 심천면,1
경상남도 의령군 유곡면,1
전라남도 무안군 몽탄면,1
전라북도 순창군 금과면,1
경상북도 안동시 남후면,1
충청남도 천안시 동남구 동면,1
경상북도 군위군 고로면,1
전라남도 신안군 비금면,1
경기도 양주시 옥정동,1
경상북도 상주시 화북면,1
경상북도 영주시 장수면,1
서울특별시 마포구 성산동,1
전라남도 영암군 도포면,1
경기도 성남시 중원구 수진1동,1
경상북도 상주시 가장동,1
전라남도 화순군 도곡면,1
광주광역시 북구 문흥2동,1
경기도 연천군 군남면,1
경기도 광명시 일직동,1
경상북도 영덕군 남정면,1
전라북도 군산시 옥구읍,1
전라남도 화순군 동면,1
강원도 삼척시 미로면,1
경상북도 경주시 내남면,1
충청북도 제천시 금성면,1
전라남도 나주시 동강면,1
충청북도 제천시 덕산면,1
전라남도 완도군 보길면,1
강원도 양양군 현북면,1
경상북도 울진군 온정면,1
경상남도 창녕군 계성면,1
전라남도 화순군 춘양면,1
경상남도 고성군 거류면,1
전라남도 여수시 학동,1
경상남도 창녕군 고암면,1
전라남도 완도군 약산면,1
충청북도 제천시 청풍면,1
전라남도 화순군 한천면,1
경상북도 청송군 부동면,1
경상남도 고성군 영오면,1
서울특별시 강북구 삼각산동,1
전라북도 순창군 동계면,1
서울특별시 광진구 자양동,1
강원도 횡성군 강림면,1
인천광역시 옹진군 북도면,1
경상남도 함안군 대산면,1
경기도 양평군 단월면,1
전라남도 신안군 암태면,1
경기도 과천시 갈현동,1
경상북도 봉화군 석포면,1
부산광역시 서구 동대신제1동,1
강원도 양구군 동면,1
전라남도 담양군 가사문학면,1
부산광역시 서구 서대신제3동,1
전라남도 신안군 임자면,1
전라북도 고창군 상하면,1
경기도 양평군 청운면,1
인천광역시 남동구 운연동,1
강원도 철원군 김화읍,1
전라남도 강진군 대구면,1
충청북도 청주시 상당구 월오동,1
충청남도 천안시 서북구 중앙동,1
강원도 영월군 김삿갓면,1
경상남도 의령군 정곡면,1
충청남도 금산군 부리면,1
경상북도 영양군 수비면,1
전라북도 김제시 광활면,1
충청남도 청양군 운곡면,1
전라북도 김제시 교월동,1
경상남도 고성군 하일면,1
경상북도 고령군 덕곡면,1
충청남도 청양군 정산면,1
경상남도 합천군 삼가면,1
강원도 춘천시 남면,1
경상북도 상주시 화남면,1
경상북도 김천시 개령면,1
대구광역시 남구 대명2동,1
충청남도 태안군 고남면,1
경상북도 고령군 우곡면,1
경상북도 상주시 은척면,1
경상남도 거제시 둔덕면,1
충청남도 태안군 남면,1
전라북도 부안군 보안면,1
충청남도 태안군 소원면,1
충청북도 청주시 청원구 율량동,1
인천광역시 동구 송림2동,1
전라남도 장흥군 대덕읍,1
전라남도 고흥군 도화면,1
경상북도 문경시 마성면,1
충청남도 태안군 이원면,1
강원도 홍천군 내촌면,1
전라북도 순창군 복흥면,1
경상남도 창원시 마산합포구 가포동,1
경상북도 성주군 수륜면,1
서울특별시 관악구 난향동,1
전라남도 장성군 남면,1
광주광역시 서구 농성2동,1
경상남도 의령군 칠곡면,1
전라북도 김제시 죽산면,1
충청남도 홍성군 구항면,1
경상남도 합천군 용주면,1
충청남도 홍성군 금마면,1
전라남도 순천시 외서면,1
충청남도 홍성군 서부면,1
광주광역시 북구 두암1동,1
대전광역시 서구 월평동,1
경상북도 포항시 북구 기북면,1
경상북도 성주군 용암면,1
충청북도 충주시 목행·용탄동,1
서울특별시 서대문구 북가좌제1동,1
전라남도 강진군 마량면,1
전라남도 나주시 문평면,1
충청북도 충주시 살미면,1
경상북도 김천시 구성면,1
경상남도 산청군 신등면,1
충청북도 괴산군 문광면,1
전라남도 곡성군 오산면,1
경상남도 의령군 궁류면,1
경상남도 진주시 봉안동,1
경상북도 상주시 중동면,1
경기도 이천시 백사면,1
충청북도 괴산군 장연면,1
경기도 화성시 산척동,1
충청북도 괴산군 청안면,1
충청남도 부여군 초촌면,1
서울특별시 구로구 가리봉동,1
충청남도 부여군 충화면,1
경기도 군포시 오금동,1
충청남도 부여군 홍산면,1
충청남도 서산시 고북면,1
경상남도 하동군 양보면,1
